Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,Invest-mentType,Amount (in USD),Year,Source_File
16.0,04/3/2016,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,"100,000",2016,Mar_2016.csv
17.0,04/3/2016,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,,2016,Mar_2016.csv
18.0,04/3/2016,medECUBE,Healthcare,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,"4,000,000",2016,Mar_2016.csv
19.0,07/3/2016,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,"500,000",2016,Mar_2016.csv
20.0,07/3/2016,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,"3,000,000",2016,Mar_2016.csv
21.0,07/3/2016,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,"500,000",2016,Mar_2016.csv
22.0,07/3/2016,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding,"250,000",2016,Mar_2016.csv
23.0,07/3/2016,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,,2016,Mar_2016.csv
24.0,07/3/2016,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding,"100,000",2016,Mar_2016.csv
25.0,08/3/2016,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private Equity,,2016,Mar_2016.csv
26.0,08/3/2016,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed Funding,,2016,Mar_2016.csv
27.0,08/3/2016,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,,2016,Mar_2016.csv
28.0,08/3/2016,LoveCycles,Consumer Internet,Women’s health Tracker,Bangalore,Prime Venture Partners,Seed Funding,"750,000",2016,Mar_2016.csv
29.0,08/3/2016,Kartrocket,ECommerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,"8,000,000",2016,Mar_2016.csv
30.0,08/3/2016,dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,"650,000",2016,Mar_2016.csv
31.0,09/3/2016,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,,2016,Mar_2016.csv
32.0,09/3/2016,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",2016,Mar_2016.csv
33.0,09/3/2016,MyGubbi,Real Estate,Interior Design & Home Décor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,"2,500,000",2016,Mar_2016.csv
34.0,09/3/2016,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,"1,000,000",2016,Mar_2016.csv
35.0,09/3/2016,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,,2016,Mar_2016.csv
36.0,09/3/2016,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,"400,000",2016,Mar_2016.csv
37.0,09/3/2016,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,"Puneet Gupta,",Seed Funding,,2016,Mar_2016.csv
38.0,10/3/2016,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,"11,100,000",2016,Mar_2016.csv
39.0,10/3/2016,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,,2016,Mar_2016.csv
40.0,10/3/2016,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,"15,000,000",2016,Mar_2016.csv
41.0,10/3/2016,Supplified,ECommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,"1,000,000",2016,Mar_2016.csv
42.0,11/3/2016,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,,2016,Mar_2016.csv
43.0,14/3/2016,PinkBlue,ECommerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,"223,608",2016,Mar_2016.csv
44.0,14/3/2016,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,"14,900,000",2016,Mar_2016.csv
45.0,14/3/2016,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,,2016,Mar_2016.csv
46.0,15/3/2016,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,"1,000,000",2016,Mar_2016.csv
47.0,15/3/2016,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,"150,000",2016,Mar_2016.csv
48.0,15/3/2016,WithMe,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,"250,000",2016,Mar_2016.csv
49.0,16/3/2016,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,"180,000",2016,Mar_2016.csv
50.0,16/3/2016,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,,2016,Mar_2016.csv
51.0,16/3/2016,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,,2016,Mar_2016.csv
52.0,16/3/2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,"250,000",2016,Mar_2016.csv
53.0,17/3/2016,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,"200,000",2016,Mar_2016.csv
54.0,17/3/2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,"230,000",2016,Mar_2016.csv
55.0,17/3/2016,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,"800,000",2016,Mar_2016.csv
56.0,17/3/2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,"108,000",2016,Mar_2016.csv
57.0,18/3/2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,"1,500,000",2016,Mar_2016.csv
58.0,19/3/2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,"30,000",2016,Mar_2016.csv
59.0,21/3/2016,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus Seed Fund,Seed Funding,,2016,Mar_2016.csv
60.0,21/3/2016,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,,2016,Mar_2016.csv
61.0,21/3/2016,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,"2,000,000",2016,Mar_2016.csv
62.0,22/3/2016,Byju’s,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,"75,000,000",2016,Mar_2016.csv
63.0,22/3/2016,BigBasket,eCommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,"150,000,000",2016,Mar_2016.csv
64.0,22/3/2016,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,"600,000",2016,Mar_2016.csv
65.0,22/3/2016,Smartron,Technology,Internet of Things Device manufacturer,Bangalore,Sachin Tendulkar,Private Equity,,2016,Mar_2016.csv
66.0,22/3/2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,,2016,Mar_2016.csv
67.0,22/3/2016,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,"360,000",2016,Mar_2016.csv
68.0,22/3/2016,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,GAIN,Seed Funding,,2016,Mar_2016.csv
69.0,23/3/2016,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,"100,000",2016,Mar_2016.csv
70.0,23/3/2016,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,"300,000",2016,Mar_2016.csv
71.0,23/3/2016,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,,2016,Mar_2016.csv
72.0,23/3/2016,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,"330,000",2016,Mar_2016.csv
73.0,23/3/2016,HashLearn,Consumer Internet,Mobile based private tutoring services,,"Bhavish Aggarwal, Binny Bansal,  Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,,2016,Mar_2016.csv
74.0,23/3/2016,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bangalore,Broadbean Capital services,Private Equity,"500,000",2016,Mar_2016.csv
75.0,24/3/2016,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,"150,000",2016,Mar_2016.csv
76.0,28/3/2016,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding,"300,000",2016,Mar_2016.csv
77.0,29/3/2016,HealthEminds,Consumer Internet,Online mental healthcare,Bangalore,Robin Utthappa,Seed Funding,,2016,Mar_2016.csv
78.0,29/3/2016,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,"300,000",2016,Mar_2016.csv
79.0,29/3/2016,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,"4,700,000",2016,Mar_2016.csv
80.0,29/3/2016,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding,"200,000",2016,Mar_2016.csv
81.0,29/3/2016,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,"500,000",2016,Mar_2016.csv
82.0,30/3/2016,True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private Equity,,2016,Mar_2016.csv
83.0,30/3/2016,Touchkin,Healthcare,Predictive Healthcare platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,"400,000",2016,Mar_2016.csv
84.0,31/3/2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,,2016,Mar_2016.csv
85.0,31/3/2016,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,,2016,Mar_2016.csv
87.0,,,,,,,,,2016,Mar_2016.csv
88.0,,,,,,,,,2016,Mar_2016.csv
1.0,01/5/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,,2016,May_2016.csv
2.0,01/5/2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,"376,000",2016,May_2016.csv
3.0,01/5/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,"145,000",2016,May_2016.csv
4.0,02/5/2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,,2016,May_2016.csv
5.0,03/5/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,"50,000,000",2016,May_2016.csv
6.0,03/5/2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,,2016,May_2016.csv
7.0,03/5/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,"250,000",2016,May_2016.csv
8.0,03/5/2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,,2016,May_2016.csv
9.0,03/5/2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,"180,000",2016,May_2016.csv
10.0,03/5/2016,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,,2016,May_2016.csv
11.0,04/5/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,"200,000",2016,May_2016.csv
